"Group","Slope","SE","Annual % change","P-value"
"Common broadcaster",-0.00992066534235337,0.00404724074915967,-2.25842461240087,0.0142374091277018
"Rare broadcaster",-0.00638211616626377,0.00431808612454857,-1.45879156443847,0.139408715835302
"Common brooder",0.0174822479232725,0.0036317017284199,4.10755520957611,1.48094746251318e-06
"Rare brooder",-0.00200746723354906,0.00518366393190898,-0.461169744301182,0.698557803107007
